Scientific name	Epithet	Kingdom	Phylum	Class	Order	Family	Genus	Species
Diplophos taenia	taenia	Animalia	Chordata	Actinopterygii	Stomiiformes	Gonostomatidae	Diplophos	Diplophos taenia
Dolichopteryx longipes	longipes	Animalia	Chordata	Actinopterygii	Osmeriformes	Opisthoproctidae	Dolichopteryx	Dolichopteryx longipes
Dolichopteryx binocularis	binocularis	Animalia	Chordata	Actinopterygii	Osmeriformes	Opisthoproctidae	Dolichopteryx	Dolichopteryx binocularis
Dysomma anguillare	anguillare	Animalia	Chordata	Actinopterygii	Anguilliformes	Synaphobranchidae	Dysomma	Dysomma anguillare
Idiacanthus fasciola	fasciola	Animalia	Chordata	Actinopterygii	Stomiiformes	Stomiidae	Idiacanthus	Idiacanthus fasciola
Margrethia obtusirostra	obtusirostra	Animalia	Chordata	Actinopterygii	Stomiiformes	Gonostomatidae	Margrethia	Margrethia obtusirostra
Monacanthus ciliatus	ciliatus	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Monacanthidae	Monacanthus	Monacanthus ciliatus
Nettenchelys								
Rhynchoconger								
Stylephorus chordatus	chordatus	Animalia	Chordata	Actinopterygii	Lampriformes	Stylephoridae	Stylephorus	Stylephorus chordatus
Uroconger syringinus	syringinus	Animalia	Chordata	Actinopterygii	Anguilliformes	Congridae	Uroconger	Uroconger syringinus
Valenciennellus tripunctulatus	tripunctulatus	Animalia	Chordata	Actinopterygii	Stomiiformes	Sternoptychidae	Valenciennellus	Valenciennellus tripunctulatus
Diodon eydouxii	eydouxii	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Diodontidae	Diodon	Diodon eydouxii
Cypselurus cyanopterus	cyanopterus	Animalia	Chordata	Actinopterygii	Beloniformes	Exocoetidae	Cheilopogon	Cheilopogon cyanopterus
Parexocoetus brachypterus hillianus	brachypterus	Animalia	Chordata	Actinopterygii	Beloniformes	Exocoetidae	Parexocoetus	
Centrobranchus nigroocellatus	nigroocellatus	Animalia	Chordata	Actinopterygii	Myctophiformes	Myctophidae	Centrobranchus	Centrobranchus nigroocellatus
Gonichthys cocco	cocco	Animalia	Chordata	Actinopterygii	Myctophiformes	Myctophidae	Gonichthys	Gonichthys cocco
Hygophum hygomii	hygomii	Animalia	Chordata	Actinopterygii	Myctophiformes	Myctophidae	Hygophum	Hygophum hygomii
Myctophum affine	affine	Animalia	Chordata	Actinopterygii	Myctophiformes	Myctophidae	Myctophum	Myctophum affine
Remora osteochir	osteochir	Animalia	Chordata	Actinopterygii	Perciformes	Echeneidae	Remora	Remora osteochir
Cheilopogon cyanopterus	cyanopterus	Animalia	Chordata	Actinopterygii	Beloniformes	Exocoetidae	Cheilopogon	Cheilopogon cyanopterus
Alutera heudelotii	heudelotii	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Monacanthidae	Alutera	Alutera heudelotii
Anchoviella perfasciata	perfasciata	Animalia	Chordata	Actinopterygii	Clupeiformes	Engraulidae	Anchoviella	Anchoviella perfasciata
Sardinella anchovia	anchovia	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Sardinella	Sardinella aurita
Calamus nodosus	nodosus	Animalia	Chordata	Actinopterygii	Perciformes	Sparidae	Calamus	Calamus nodosus
Bothus robinsi	robinsi	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Bothidae	Bothus	Bothus robinsi
Ocyurus chrysurus	chrysurus	Animalia	Chordata	Actinopterygii	Perciformes	Lutjanidae	Ocyurus	Ocyurus chrysurus
Priacanthus arenatus	arenatus	Animalia	Chordata	Actinopterygii	Perciformes	Priacanthidae	Priacanthus	Priacanthus arenatus
Calamus proridens	proridens	Animalia	Chordata	Actinopterygii	Perciformes	Sparidae	Calamus	Calamus proridens
Calamus leucosteus	leucosteus	Animalia	Chordata	Actinopterygii	Perciformes	Sparidae	Calamus	Calamus leucosteus
Bellator militaris	militaris	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Triglidae	Bellator	Bellator militaris
Bothus ocellatus	ocellatus	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Bothidae	Bothus	Bothus ocellatus
Cyclopsetta								
Decapterus punctatus	punctatus	Animalia	Chordata	Actinopterygii	Perciformes	Carangidae	Decapterus	Decapterus punctatus
Seriola dumerili	dumerili	Animalia	Chordata	Actinopterygii	Perciformes	Carangidae	Seriola	Seriola dumerili
Syacium								
Syacium micrurum	micrurum	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Paralichthyidae	Syacium	Syacium micrurum
Syacium papillosum	papillosum	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Paralichthyidae	Syacium	Syacium papillosum
Symphurus diomedeanus	diomedeanus	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Cynoglossidae	Symphurus	Symphurus diomedeanus
Trachinocephalus myops	myops	Animalia	Chordata	Actinopterygii	Aulopiformes	Synodontidae	Trachinocephalus	Trachinocephalus myops
Sphoeroides dorsalis	dorsalis	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Tetraodontidae	Sphoeroides	Sphoeroides dorsalis
Diplectrum formosum	formosum	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Diplectrum	Diplectrum formosum
Antennarius scaber	scaber	Animalia	Chordata	Actinopterygii	Lophiiformes	Antennariidae	Antennarius	Antennarius striatus
Ancylopsetta dilecta	dilecta	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Paralichthyidae	Ancylopsetta	Ancylopsetta dilecta
Acanthostracion quadricornis	quadricornis	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Ostraciidae	Acanthostracion	Acanthostracion quadricornis
Cyclopsetta fimbriata	fimbriata	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Paralichthyidae	Cyclopsetta	Cyclopsetta fimbriata
Diplectrum bivittatum	bivittatum	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Diplectrum	Diplectrum bivittatum
Equetus lanceolatus	lanceolatus	Animalia	Chordata	Actinopterygii	Perciformes	Sciaenidae	Equetus	Equetus lanceolatus
Haemulon aurolineatum	aurolineatum	Animalia	Chordata	Actinopterygii	Perciformes	Haemulidae	Haemulon	Haemulon aurolineatum
Gymnothorax ocellatus	ocellatus	Animalia	Chordata	Actinopterygii	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax ocellatus
Haemulon boschmae	boschmae	Animalia	Chordata	Actinopterygii	Perciformes	Haemulidae	Haemulon	Haemulon boschmae
Lepophidium profundorum	profundorum	Animalia	Chordata	Actinopterygii	Ophidiiformes	Ophidiidae	Lepophidium	Lepophidium profundorum
Ophidion holbrooki	holbrooki	Animalia	Chordata	Actinopterygii	Ophidiiformes	Ophidiidae	Ophidion	Ophidion holbrookii
Opisthonema oglinum	oglinum	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Opisthonema	Opisthonema oglinum
Polynemus octonemus	octonemus	Animalia	Chordata	Actinopterygii	Perciformes	Polynemidae	Polydactylus	Polydactylus octonemus
Porichthys porosissimus	porosissimus	Animalia	Chordata	Actinopterygii	Batrachoidiformes	Batrachoididae	Porichthys	Porichthys porosissimus
Scorpaena brasiliensis	brasiliensis	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Scorpaena	Scorpaena brasiliensis
Prionotus carolinus	carolinus	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Triglidae	Prionotus	Prionotus carolinus
Prionotus rubio	rubio	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Triglidae	Prionotus	Prionotus rubio
Syacium gunteri	gunteri	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Paralichthyidae	Syacium	Syacium gunteri
Symphurus plagiusa	plagiusa	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Cynoglossidae	Symphurus	Symphurus plagiusa
Sphoeroides nephelus	nephelus	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Tetraodontidae	Sphoeroides	Sphoeroides nephelus
Synodus foetens	foetens	Animalia	Chordata	Actinopterygii	Aulopiformes	Synodontidae	Synodus	Synodus foetens
Synodus intermedius	intermedius	Animalia	Chordata	Actinopterygii	Aulopiformes	Synodontidae	Synodus	Synodus intermedius
Halieutichthys aculeatus	aculeatus	Animalia	Chordata	Actinopterygii	Lophiiformes	Ogcocephalidae	Halieutichthys	Halieutichthys aculeatus
Porichthys plectrodon	plectrodon	Animalia	Chordata	Actinopterygii	Batrachoidiformes	Batrachoididae	Porichthys	Porichthys plectrodon
Scomber japonicus	japonicus	Animalia	Chordata	Actinopterygii	Perciformes	Scombridae	Scomber	Scomber japonicus
Lutjanus synagris	synagris	Animalia	Chordata	Actinopterygii	Perciformes	Lutjanidae	Lutjanus	Lutjanus synagris
Opsanus beta	beta	Animalia	Chordata	Actinopterygii	Batrachoidiformes	Batrachoididae	Opsanus	Opsanus beta
Exocoetus obtusirostris	obtusirostris	Animalia	Chordata	Actinopterygii	Beloniformes	Exocoetidae	Exocoetus	Exocoetus obtusirostris
Hirundichthys affinis	affinis	Animalia	Chordata	Actinopterygii	Beloniformes	Exocoetidae	Hirundichthys	Hirundichthys affinis
Mugil								
Prognichthys occidentalis	occidentalis	Animalia	Chordata	Actinopterygii	Beloniformes	Exocoetidae	Prognichthys	Prognichthys occidentalis
Aluterus schoepfi	schoepfi	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Monacanthidae	Aluterus	Aluterus schoepfii
Calamus bajonado	bajonado	Animalia	Chordata	Actinopterygii	Perciformes	Sparidae	Calamus	Calamus bajonado
Haemulon plumieri	plumieri	Animalia	Chordata	Actinopterygii	Perciformes	Haemulidae	Haemulon	Haemulon plumierii
Stephanolepis setifer	setifer	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Monacanthidae	Stephanolepis	Stephanolepis setifer
Prognichthys gibbifrons	gibbifrons	Animalia	Chordata	Actinopterygii	Beloniformes	Exocoetidae	Prognichthys	Prognichthys gibbifrons
Gambusia yucatana	yucatana	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Poeciliidae	Gambusia	Gambusia yucatana
Citharichthys macrops	macrops	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Paralichthyidae	Citharichthys	Citharichthys macrops
Symphurus urospilus	urospilus	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Cynoglossidae	Symphurus	Symphurus urospilus
Bagre marinus	marinus	Animalia	Chordata	Actinopterygii	Siluriformes	Ariidae	Bagre	Bagre marinus
Poecilia velifera	velifera	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Poeciliidae	Poecilia	Poecilia velifera
Anchoa hepsetus	hepsetus	Animalia	Chordata	Actinopterygii	Clupeiformes	Engraulidae	Anchoa	Anchoa hepsetus
Agonostomus monticola	monticola	Animalia	Chordata	Actinopterygii	Perciformes	Mugilidae	Agonostomus	Agonostomus monticola
Archosargus rhomboidalis	rhomboidalis	Animalia	Chordata	Actinopterygii	Perciformes	Sparidae	Archosargus	Archosargus rhomboidalis
Anisotremus virginicus	virginicus	Animalia	Chordata	Actinopterygii	Perciformes	Haemulidae	Anisotremus	Anisotremus virginicus
Ariopsis felis	felis	Animalia	Chordata	Actinopterygii	Siluriformes	Ariidae	Ariopsis	Ariopsis felis
Caranx latus	latus	Animalia	Chordata	Actinopterygii	Perciformes	Carangidae	Caranx	Caranx latus
Calamus pennatula	pennatula	Animalia	Chordata	Actinopterygii	Perciformes	Sparidae	Calamus	Calamus pennatula
Caranx hippos	hippos	Animalia	Chordata	Actinopterygii	Perciformes	Carangidae	Caranx	Caranx hippos
Bairdiella chrysoura	chrysoura	Animalia	Chordata	Actinopterygii	Perciformes	Sciaenidae	Bairdiella	Bairdiella chrysoura
Chaetodipterus faber	faber	Animalia	Chordata	Actinopterygii	Perciformes	Ephippidae	Chaetodipterus	Chaetodipterus faber
Chloroscombrus chrysurus	chrysurus	Animalia	Chordata	Actinopterygii	Perciformes	Carangidae	Chloroscombrus	Chloroscombrus chrysurus
Elops saurus	saurus	Animalia	Chordata	Actinopterygii	Elopiformes	Elopidae	Elops	Elops saurus
Echeneis naucrates	naucrates	Animalia	Chordata	Actinopterygii	Perciformes	Echeneidae	Echeneis	Echeneis naucrates
Epinephelus morio	morio	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Epinephelus	Epinephelus morio
Harengula jaguana	jaguana	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Harengula	Harengula jaguana
Hemirhamphus brasiliensis	brasiliensis	Animalia	Chordata	Actinopterygii	Beloniformes	Hemiramphidae	Hemirhamphus	Hemirhamphus brasiliensis
Gerres cinereus	cinereus	Animalia	Chordata	Actinopterygii	Perciformes	Gerreidae	Gerres	Gerres cinereus
Menticirrhus littoralis	littoralis	Animalia	Chordata	Actinopterygii	Perciformes	Sciaenidae	Menticirrhus	Menticirrhus littoralis
Menticirrhus saxatilis	saxatilis	Animalia	Chordata	Actinopterygii	Perciformes	Sciaenidae	Menticirrhus	Menticirrhus saxatilis
Lagodon rhomboides	rhomboides	Animalia	Chordata	Actinopterygii	Perciformes	Sparidae	Lagodon	Lagodon rhomboides
Lutjanus apodus	apodus	Animalia	Chordata	Actinopterygii	Perciformes	Lutjanidae	Lutjanus	Lutjanus apodus
Menticirrhus americanus	americanus	Animalia	Chordata	Actinopterygii	Perciformes	Sciaenidae	Menticirrhus	Menticirrhus americanus
Hyporhamphus unifasciatus	unifasciatus	Animalia	Chordata	Actinopterygii	Beloniformes	Hemiramphidae	Hyporhamphus	Hyporhamphus unifasciatus
Oligoplites saurus	saurus	Animalia	Chordata	Actinopterygii	Perciformes	Carangidae	Oligoplites	Oligoplites saurus
Opsanus tau	tau	Animalia	Chordata	Actinopterygii	Batrachoidiformes	Batrachoididae	Opsanus	Opsanus tau
Orthopristis chrysoptera	chrysoptera	Animalia	Chordata	Actinopterygii	Perciformes	Haemulidae	Orthopristis	Orthopristis chrysoptera
Mugil trichodon	trichodon	Animalia	Chordata	Actinopterygii	Perciformes	Mugilidae	Mugil	Mugil trichodon
Micropogonias undulatus	undulatus	Animalia	Chordata	Actinopterygii	Perciformes	Sciaenidae	Micropogonias	Micropogonias undulatus
Scomberomorus cavalla	cavalla	Animalia	Chordata	Actinopterygii	Perciformes	Scombridae	Scomberomorus	Scomberomorus cavalla
Sardinella aurita	aurita	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Sardinella	Sardinella aurita
Scomberomorus maculatus	maculatus	Animalia	Chordata	Actinopterygii	Perciformes	Scombridae	Scomberomorus	Scomberomorus maculatus
Scomberomorus regalis	regalis	Animalia	Chordata	Actinopterygii	Perciformes	Scombridae	Scomberomorus	Scomberomorus regalis
Rhomboplites aurorubens	aurorubens	Animalia	Chordata	Actinopterygii	Perciformes	Lutjanidae	Rhomboplites	Rhomboplites aurorubens
Scorpaena plumieri	plumieri	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Scorpaena	Scorpaena plumieri
Strongylura marina	marina	Animalia	Chordata	Actinopterygii	Beloniformes	Belonidae	Strongylura	Strongylura marina
Strongylura notata	notata	Animalia	Chordata	Actinopterygii	Beloniformes	Belonidae	Strongylura	Strongylura notata
Selene vomer	vomer	Animalia	Chordata	Actinopterygii	Perciformes	Carangidae	Selene	Selene vomer
Sphoeroides testudineus	testudineus	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Tetraodontidae	Sphoeroides	Sphoeroides testudineus
Trachinotus falcatus	falcatus	Animalia	Chordata	Actinopterygii	Perciformes	Carangidae	Trachinotus	Trachinotus blochii
Tylosurus acus	acus	Animalia	Chordata	Actinopterygii	Beloniformes	Belonidae	Tylosurus	Tylosurus acus
Trachinotus goodei	goodei	Animalia	Chordata	Actinopterygii	Perciformes	Carangidae	Trachinotus	Trachinotus goodei
Astyanax aeneus	aeneus	Animalia	Chordata	Actinopterygii	Characiformes	Characidae	Astyanax	Astyanax aeneus
Arius felis	felis	Animalia	Chordata	Actinopterygii	Siluriformes	Ariidae	Ariopsis	Ariopsis felis
Cichlasoma callolepis	callolepis	Animalia	Chordata	Actinopterygii	Perciformes	Cichlidae	Thorichthys	Thorichthys callolepis
Cyprinodon artifrons	artifrons	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Cyprinodontidae	Cyprinodon	Cyprinodon artifrons
Cichlasoma urophthalmus	urophthalmus	Animalia	Chordata	Actinopterygii	Perciformes	Cichlidae	Cichlasoma	Cichlasoma urophthalmus
Floridichthys polyommus	polyommus	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Cyprinodontidae	Floridichthys	Floridichthys polyommus
Fundulus grandissimus	grandissimus	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Fundulus	Fundulus grandissimus
Garmanella pulchra	pulchra	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Cyprinodontidae	Garmanella	Garmanella pulchra
Menidia colei	colei	Animalia	Chordata	Actinopterygii	Atheriniformes	Atherinopsidae	Menidia	Menidia colei
Apogon pseudomaculatus	pseudomaculatus	Animalia	Chordata	Actinopterygii	Perciformes	Apogonidae	Apogon	Apogon pseudomaculatus
Achirus lineatus	lineatus	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Achiridae	Achirus	Achirus lineatus
Archosargus probatocephalus	probatocephalus	Animalia	Chordata	Actinopterygii	Perciformes	Sparidae	Archosargus	Archosargus probatocephalus
Bairdiella ronchus	ronchus	Animalia	Chordata	Actinopterygii	Perciformes	Sciaenidae	Bairdiella	Bairdiella ronchus
Cosmocampus elucens	elucens	Animalia	Chordata	Actinopterygii	Syngnathiformes	Syngnathidae	Cosmocampus	Cosmocampus elucens
Eucinostomus argenteus	argenteus	Animalia	Chordata	Actinopterygii	Perciformes	Gerreidae	Eucinostomus	Eucinostomus argenteus
Eucinostomus melanopterus	melanopterus	Animalia	Chordata	Actinopterygii	Perciformes	Gerreidae	Eucinostomus	Eucinostomus melanopterus
Hippocampus erectus	erectus	Animalia	Chordata	Actinopterygii	Syngnathiformes	Syngnathidae	Hippocampus	Hippocampus erectus
Lepophidium jeannae	jeannae	Animalia	Chordata	Actinopterygii	Ophidiiformes	Ophidiidae	Lepophidium	Lepophidium jeannae
Lutjanus griseus	griseus	Animalia	Chordata	Actinopterygii	Perciformes	Lutjanidae	Lutjanus	Lutjanus griseus
Opsanus pardus	pardus	Animalia	Chordata	Actinopterygii	Batrachoidiformes	Batrachoididae	Opsanus	Opsanus pardus
Ogcocephalus parvus	parvus	Animalia	Chordata	Actinopterygii	Lophiiformes	Ogcocephalidae	Ogcocephalus	Ogcocephalus parvus
Myrophis punctatus	punctatus	Animalia	Chordata	Actinopterygii	Anguilliformes	Ophichthidae	Myrophis	Myrophis punctatus
Stephanolepis hispidus	hispidus	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Monacanthidae	Stephanolepis	Stephanolepis hispidus
Ulaema lefroyi	lefroyi	Animalia	Chordata	Actinopterygii	Perciformes	Gerreidae	Eucinostomus	Eucinostomus lefroyi
Albula vulpes	vulpes	Animalia	Chordata	Actinopterygii	Albuliformes	Albulidae	Albula	Albula vulpes
Belonesox belizanus	belizanus	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Poeciliidae	Belonesox	Belonesox belizanus
Chriodorus atherinoides	atherinoides	Animalia	Chordata	Actinopterygii	Beloniformes	Hemiramphidae	Chriodorus	Chriodorus atherinoides
Cyprinodon variegatus	variegatus	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Cyprinodontidae	Cyprinodon	Cyprinodon variegatus
Cynoscion nebulosus	nebulosus	Animalia	Chordata	Actinopterygii	Perciformes	Sciaenidae	Cynoscion	Cynoscion nebulosus
Eucinostomus								
Dormitator maculatus	maculatus	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Dormitator	Dormitator maculatus
Floridichthys carpio	carpio	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Cyprinodontidae	Floridichthys	Floridichthys carpio
Fundulus								
Fundulus persimilis	persimilis	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Fundulus	Fundulus persimilis
Haemulon bonariense	bonariense	Animalia	Chordata	Actinopterygii	Perciformes	Haemulidae	Haemulon	Haemulon bonariense
Harengula pensacolae	pensacolae	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Harengula	Harengula jaguana
Mugil curema	curema	Animalia	Chordata	Actinopterygii	Perciformes	Mugilidae	Mugil	Mugil curema
Poecilia								
Poecilia latipinna	latipinna	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Poeciliidae	Poecilia	Poecilia latipinna
Poecilia sphenops	sphenops	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Poeciliidae	Poecilia	Poecilia sphenops
Sphyraena barracuda	barracuda	Animalia	Chordata	Actinopterygii	Perciformes	Sphyraenidae	Sphyraena	Sphyraena barracuda
Sphoeroides spengleri	spengleri	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Tetraodontidae	Sphoeroides	Sphoeroides spengleri
Harpodon nehereus	nehereus	Animalia	Chordata	Actinopterygii	Aulopiformes	Synodontidae	Harpadon	Harpadon nehereus
Cichlasoma octofasciatum	octofasciatum	Animalia	Chordata	Actinopterygii	Perciformes	Cichlidae	Cichlasoma	Cichlasoma octofasciatum
Paralichthys albigutta	albigutta	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Paralichthyidae	Paralichthys	Paralichthys albigutta
Prionotus tribulus	tribulus	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Triglidae	Prionotus	Prionotus tribulus
Pogonias cromis	cromis	Animalia	Chordata	Actinopterygii	Perciformes	Sciaenidae	Pogonias	Pogonias cromis
Centropristis ocyurus	ocyurus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Centropristis	Centropristis ocyurus
Chaetodon aya	aya	Animalia	Chordata	Actinopterygii	Perciformes	Chaetodontidae	Prognathodes	Prognathodes aya
Chromis enchrysurus	enchrysurus	Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Chromis	Chromis enchrysura
Rimicola eigenmanni	eigenmanni	Animalia	Chordata	Actinopterygii	Gobiesociformes	Gobiesocidae	Rimicola	Rimicola eigenmanni
Acanthurus chirurgus	chirurgus	Animalia	Chordata	Actinopterygii	Perciformes	Acanthuridae	Acanthurus	Acanthurus chirurgus
Bathygobius soporator	soporator	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	Bathygobius	Bathygobius soporator
Chaetodon ocellatus	ocellatus	Animalia	Chordata	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	Chaetodon ocellatus
Chilomycterus schoepfi	schoepfi	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Diodontidae	Chilomycterus	Chilomycterus schoepfii
Diodon holocanthus	holocanthus	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Diodontidae	Diodon	Diodon holocanthus
Diplectrum radiale	radiale	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Diplectrum	Diplectrum radiale
Cosmocampus albirostris	albirostris	Animalia	Chordata	Actinopterygii	Syngnathiformes	Syngnathidae	Cosmocampus	Cosmocampus albirostris
