Scientific name	Epithet	Kingdom	Phylum	Class	Order	Family	Genus	Species
Bathylagus bericoides	bericoides	Animalia	Chordata	Actinopterygii	Osmeriformes	Bathylagidae	Melanolagus	Melanolagus bericoides
Bolinychthys photothorax	photothorax	Animalia	Chordata	Actinopterygii	Myctophiformes	Myctophidae	Bolinichthys	Bolinychthys photothorax
Centrobranchus nigrocellatus	nigrocellatus	Animalia	Chordata	Actinopterygii	Myctophiformes	Myctophidae	Centrobranchus	Centrobranchus nigrocellatus
Diaphus leutkeni	leutkeni	Animalia	Chordata	Actinopterygii	Myctophiformes	Myctophidae	Diaphus	Diaphus luetkeni
Eustomias bibulbosus	bibulbosus	Animalia	Chordata	Actinopterygii	Stomiiformes	Stomiidae	Eustomias	Eustomias bibulbosus
Leptostomias gladiator	gladiator	Animalia	Chordata	Actinopterygii	Stomiiformes	Stomiidae	Leptostomias	Leptostomias gladiator
Melanostomias biseriatus	biseriatus	Animalia	Chordata	Actinopterygii	Stomiiformes	Stomiidae	Melanostomias	Melanostomias biseriatus
Photonectes phyllopogon	phyllopogon	Animalia	Chordata	Actinopterygii	Stomiiformes	Stomiidae	Photonectes	Photonectes phyllopogon
Scopelogadus mizolepis	mizolepis	Animalia	Chordata	Actinopterygii	Stephanoberyciformes	Melamphaidae	Scopelogadus	Scopelogadus mizolepis
Scopeloberyx opisthopterus	opisthopterus	Animalia	Chordata	Actinopterygii	Stephanoberyciformes	Melamphaidae	Scopeloberyx	Scopeloberyx opisthopterus
Pseudoscopelus scriptus	scriptus	Animalia	Chordata	Actinopterygii	Perciformes	Chiasmodontidae	Pseudoscopelus	Pseudoscopelus scriptus
Cyclichthys spinosus	spinosus	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Diodontidae	Chilomycterus	Chilomycterus spinosus
Hygophum taaningi	taaningi	Animalia	Chordata	Actinopterygii	Myctophiformes	Myctophidae	Hygophum	Hygophum taaningi
Diaphus weberi	weberi	Animalia	Chordata	Actinopterygii	Myctophiformes	Myctophidae	Diaphus	Diaphus problematicus
Lampanyctus festivus	festivus	Animalia	Chordata	Actinopterygii	Myctophiformes	Myctophidae	Lampanyctus	Lampanyctus festivus
Maurolicus muelleri	muelleri	Animalia	Chordata	Actinopterygii	Stomiiformes	Sternoptychidae	Maurolicus	Maurolicus muelleri
Brama raii	raii	Animalia	Chordata	Actinopterygii	Perciformes	Bramidae	Brama	Brama brama
Holocentrus tortugae	tortugae	Animalia	Chordata	Actinopterygii	Beryciformes	Holocentridae	Sargocentron	Sargocentron coruscum
Lagocephalus pachycephalus	pachycephalus	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Tetraodontidae	Lagocephalus	Lagocephalus pachycephalus
Poronotus triacanthus	triacanthus	Animalia	Chordata	Actinopterygii	Perciformes	Stromateidae	Peprilus	Peprilus triacanthus
Priacanthus cruentatus	cruentatus	Animalia	Chordata	Actinopterygii	Perciformes	Priacanthidae	Heteropriacanthus	Heteropriacanthus cruentatus
Ipnops murrayi	murrayi	Animalia	Chordata	Actinopterygii	Aulopiformes	Ipnopidae	Ipnops	Ipnops murrayi
Monomitopus magnus	magnus	Animalia	Chordata	Actinopterygii	Ophidiiformes	Ophidiidae	Monomitopus	Monomitopus magnus
Scomber								
Scopeloberyx								
Equetus acuminatus	acuminatus	Animalia	Chordata	Actinopterygii	Perciformes	Sciaenidae	Pareques	Pareques acuminatus
Neomerinthe beanorum	beanorum	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Neomerinthe	Neomerinthe beanorum
Oneirodidae								
Aulopus nanae	nanae	Animalia	Chordata	Actinopterygii	Aulopiformes	Aulopidae	Aulopus	Aulopus filamentosus
Carapus bermudensis	bermudensis	Animalia	Chordata	Actinopterygii	Ophidiiformes	Carapidae	Carapus	Carapus bermudensis
Hippocampus hippocampus	hippocampus	Animalia	Chordata	Actinopterygii	Syngnathiformes	Syngnathidae	Hippocampus	Hippocampus hippocampus
Brotula								
Gnathophis bracheatopos	bracheatopos	Animalia	Chordata	Actinopterygii	Anguilliformes	Congridae	Gnathophis	Gnathophis bracheatopos
Starksia								
Aulopus filamentosus	filamentosus	Animalia	Chordata	Actinopterygii	Aulopiformes	Aulopidae	Aulopus	Aulopus filamentosus
Ariomma regulus	regulus	Animalia	Chordata	Actinopterygii	Perciformes	Ariommatidae	Ariomma	Ariomma regulus
Evermannichthys spongicola	spongicola	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	Evermannichthys	Evermannichthys spongicola
Inermia vittata	vittata	Animalia	Chordata	Actinopterygii	Perciformes	Inermiidae	Inermia	Inermia vittata
Synodus synodus	synodus	Animalia	Chordata	Actinopterygii	Aulopiformes	Synodontidae	Synodus	Synodus synodus
Bellator egretta	egretta	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Triglidae	Bellator	Bellator egretta
Chromis atrilobata	atrilobata	Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Chromis	Chromis atrilobata
Aphoristia diomediana	diomediana	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Cynoglossidae	Aphoristia	Aphoristia diomediana
Apogon quadrisquamatus	quadrisquamatus	Animalia	Chordata	Actinopterygii	Perciformes	Apogonidae	Apogon	Apogon quadrisquamatus
Astrapogon alutus	alutus	Animalia	Chordata	Actinopterygii	Perciformes	Apogonidae	Astrapogon	Astrapogon alutus
Chaenopsis roseola	roseola	Animalia	Chordata	Actinopterygii	Perciformes	Chaenopsidae	Chaenopsis	Chaenopsis roseola
Echiophis intertinctus	intertinctus	Animalia	Chordata	Actinopterygii	Anguilliformes	Ophichthidae	Echiophis	Echiophis intertinctus
Parablennius marmoreus	marmoreus	Animalia	Chordata	Actinopterygii	Perciformes	Blenniidae	Parablennius	Parablennius marmoreus
Sphagebranchus kendalli	kendalli	Animalia	Chordata	Actinopterygii	Anguilliformes	Ophichthidae	Apterichtus	Apterichtus kendalli
Hypoplectrus unicolor	unicolor	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Hypoplectrus	Hypoplectrus unicolor
Lactophrys tricornis	tricornis	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Ostraciidae	Acanthostracion	Acanthostracion quadricornis
Eques lanceolatus	lanceolatus	Animalia	Chordata	Actinopterygii	Perciformes	Sciaenidae	Eques	Eques lanceolatus
Polymetme thaeocoryla	thaeocoryla	Animalia	Chordata	Actinopterygii	Stomiiformes	Phosichthyidae	Polymetme	Polymetme thaeocoryla
Liopropoma								
Chauliodus		Animalia	Chordata	Actinopterygii	Myctophiformes	Myctophidae	Chauliodus	
Bathophilus								
Cynoscion								
Diplophos								
Euthynnus pelamis	pelamis	Animalia	Chordata	Actinopterygii	Perciformes	Scombridae	Katsuwonus	Katsuwonus pelamis
Gonostoma atlanticum	atlanticum	Animalia	Chordata	Actinopterygii	Stomiiformes	Gonostomatidae	Gonostoma	Gonostoma atlanticum
Gymnachirus								
Kyphosus								
Lestidiops								
Myctophum obtusirostris	obtusirostris	Animalia	Chordata	Actinopterygii	Myctophiformes	Myctophidae	Myctophum	Myctophum obtusirostris
Myrophis								
Neoconger mucronatus	mucronatus	Animalia	Chordata	Actinopterygii	Anguilliformes	Moringuidae	Neoconger	Neoconger mucronatus
Notoscopelus								
Peprilus								
Sardinella								
Saurida								
Synodus								
Thunnus thynnus	thynnus	Animalia	Chordata	Actinopterygii	Perciformes	Scombridae	Thunnus	Thunnus thynnus
Anthias tenuis	tenuis	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Anthias	Anthias tenuis
Gymnothorax								
Halichoeres								
Hygophum								
Hygophum reinhardti	reinhardti	Animalia	Chordata	Actinopterygii	Myctophiformes	Myctophidae	Hygophum	Hygophum reinhardtii
Hypleurochilus geminatus	geminatus	Animalia	Chordata	Actinopterygii	Perciformes	Blenniidae	Hypleurochilus	Hypleurochilus geminatus
Lepidopus								
Lutjanus								
Maurolicus								
Rypticus								
Rypticus saponaceus	saponaceus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Rypticus	Rypticus saponaceus
Trachinotus								
Xiphias gladius	gladius	Animalia	Chordata	Actinopterygii	Perciformes	Xiphiidae	Xiphias	Xiphias gladius
Ceratoscopelus maderensis	maderensis	Animalia	Chordata	Actinopterygii	Myctophiformes	Myctophidae	Ceratoscopelus	Ceratoscopelus maderensis
Ceratoscopelus								
Citharichthys								
Menticirrhus								
Scopelosaurus								
Scorpaena		Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaeinidae	Scorpaena	
Vinciguerria								
Cynoscion thalassinus	thalassinus	Animalia	Chordata	Actinopterygii	Perciformes	Sciaenidae	Cynoscion	Cynoscion thalassinus
Dysomma aphododera	aphododera	Animalia	Chordata	Actinopterygii	Anguilliformes	Synaphobranchidae	Dysomma	Dysomma aphododera
Lopholatilus chamaeleonticeps	chamaeleonticeps	Animalia	Chordata	Actinopterygii	Perciformes	Malacanthidae	Lopholatilus	Lopholatilus chamaeleonticeps
Pikea mexicana mexicana	mexicana	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Pikea	
Rhechias bullisi	bullisi	Animalia	Chordata	Actinopterygii	Anguilliformes	Congridae	Bathycongrus	Bathycongrus bullisi
Symphurus civitatium	civitatium	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Cynoglossidae	Symphurus	Symphurus civitatium
Symphurus pelicanus	pelicanus	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Cynoglossidae	Symphurus	Symphurus pelicanus
Trichiuridae								
Vomer setapinnis	setapinnis	Animalia	Chordata	Actinopterygii	Perciformes	Carangidae	Selene	Selene setapinnis
Fistularia petimba	petimba	Animalia	Chordata	Actinopterygii	Syngnathiformes	Fistulariidae	Fistularia	Fistularia petimba
Hoplunnis macrurus	macrurus	Animalia	Chordata	Actinopterygii	Anguilliformes	Nettastomatidae	Hoplunnis	Hoplunnis macrura
Lonchopisthus micrognathus	micrognathus	Animalia	Chordata	Actinopterygii	Perciformes	Opistognathidae	Lonchopisthus	Lonchopisthus micrognathus
Bathycongrus bullisi	bullisi	Animalia	Chordata	Actinopterygii	Anguilliformes	Congridae	Bathycongrus	Bathycongrus bullisi
Neobythites gilli	gilli	Animalia	Chordata	Actinopterygii	Ophidiiformes	Ophidiidae	Neobythites	Neobythites gilli
Hirundichthys rondeleti	rondeleti	Animalia	Chordata	Actinopterygii	Beloniformes	Exocoetidae	Hirundichthys	Hirundichthys rondeletii
Macrorhamphosus scolopax	scolopax	Animalia	Chordata	Actinopterygii	Syngnathiformes	Centriscidae	Macroramphosus	Macroramphosus scolopax
Astronesthes gemmifer	gemmifer	Animalia	Chordata	Actinopterygii	Stomiiformes	Stomiidae	Astronesthes	Astronesthes gemmifer
Balistes carolinensis	carolinensis	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Balistidae	Balistes	Balistes capriscus
Cantherhines pullus	pullus	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Monacanthidae	Cantherhines	Cantherhines pullus
Centropristis philadelphicus	philadelphicus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Centropristis	Centropristis philadelphicus
Chauliodus sloanei	sloanei	Animalia	Chordata	Actinopterygii	Stomiiformes	Stomiidae	Chauliodus	Chauliodus sloani
Echiostoma margarita	margarita	Animalia	Chordata	Actinopterygii	Stomiiformes	Stomiidae	Photonectes	Photonectes margarita
Paracentropristis pomospilus	pomospilus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Paracentropristis	Paracentropristis pomospilus
Prionotus longispinosus	longispinosus	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Triglidae	Prionotus	Prionotus longispinosus
Upeneus								
Stenotomus chrysops	chrysops	Animalia	Chordata	Actinopterygii	Perciformes	Sparidae	Stenotomus	Stenotomus chrysops
Beryx splendens	splendens	Animalia	Chordata	Actinopterygii	Beryciformes	Berycidae	Beryx	Beryx splendens
Ogcocephalus pumilus	pumilus	Animalia	Chordata	Actinopterygii	Lophiiformes	Ogcocephalidae	Ogcocephalus	Ogcocephalus pumilus
Paralichthys squamilentus	squamilentus	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Paralichthyidae	Paralichthys	Paralichthys squamilentus
Astronesthes								
Alepocephalidae								
Calamus								
Diretmoides								
Gyrinomimus simplex	simplex	Animalia	Chordata	Actinopterygii	Cetomimiformes	Cetomimidae	Gyrinomimus	Gyrinomimus simplex
Linophryne								
Sternoptychidae								
Mugilidae								
Canthidermis								
Diodon hystrix	hystrix	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Diodontidae	Diodon	Diodon hystrix
Argyropelecus gigas	gigas	Animalia	Chordata	Actinopterygii	Stomiiformes	Sternoptychidae	Argyropelecus	Argyropelecus gigas
Borostomias mononema	mononema	Animalia	Chordata	Actinopterygii	Stomiiformes	Stomiidae	Borostomias	Borostomias mononema
Melanostomias melanops	melanops	Animalia	Chordata	Actinopterygii	Stomiiformes	Stomiidae	Melanostomias	Melanostomias melanops
Xenomystax congroides	congroides	Animalia	Chordata	Actinopterygii	Anguilliformes	Congridae	Xenomystax	Xenomystax congroides
Asquamiceps caeruleus	caeruleus	Animalia	Chordata	Actinopterygii	Osmeriformes	Alepocephalidae	Asquamiceps	Asquamiceps caeruleus
Sternoptyx pseudodiaphana	pseudodiaphana	Animalia	Chordata	Actinopterygii	Stomiiformes	Sternoptychidae	Sternoptyx	Sternoptyx pseudodiaphana
Astronesthidae		Animalia	Chordata	Actinopterygii	Stomiiformes	Astronesthidae	Astronesthidae	
Eustomias arborifer	arborifer	Animalia	Chordata	Actinopterygii	Stomiiformes	Stomiidae	Eustomias	Eustomias arborifer
Acanthonus armatus	armatus	Animalia	Chordata	Actinopterygii	Ophidiiformes	Ophidiidae	Acanthonus	Acanthonus armatus
Bathypterois grallator	grallator	Animalia	Chordata	Actinopterygii	Aulopiformes	Ipnopidae	Bathypterois	Bathypterois grallator
Gyrinomimus parri	parri	Animalia	Chordata	Actinopterygii	Cetomimiformes	Cetomimidae	Gyrinomimus	Gyrinomimus parri
Eustomias monoclonus	monoclonus	Animalia	Chordata	Actinopterygii	Stomiiformes	Stomiidae	Eustomias	Eustomias monoclonus
Photonectes parvimanus	parvimanus	Animalia	Chordata	Actinopterygii	Stomiiformes	Stomiidae	Photonectes	Photonectes parvimanus
Scorpaenidae species	species	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Scorpaenidae	Scorpaenidae species
Serrivomer beanii	beanii	Animalia	Chordata	Actinopterygii	Anguilliformes	Serrivomeridae	Serrivomer	Serrivomer beanii
Xenocephalus egregius	egregius	Animalia	Chordata	Actinopterygii	Perciformes	Uranoscopidae	Xenocephalus	Xenocephalus egregius
Taaningichthys bathyphilus	bathyphilus	Animalia	Chordata	Actinopterygii	Myctophiformes	Myctophidae	Taaningichthys	Taaningichthys bathyphilus
Naucrates ductor	ductor	Animalia	Chordata	Actinopterygii	Perciformes	Carangidae	Naucrates	Naucrates ductor
Psenes								
Seriola lalandi	lalandi	Animalia	Chordata	Actinopterygii	Perciformes	Carangidae	Seriola	Seriola lalandi
Chaenophryne draco-group	draco-group	Animalia	Chordata	Actinopterygii	Lophiiformes	Oneirodidae	Chaenophryne	Chaenophryne draco-group
Himantolophus cornifer	cornifer	Animalia	Chordata	Actinopterygii	Lophiiformes	Himantolophidae	Himantolophus	Himantolophus cornifer
Linophryne arborifera	arborifera	Animalia	Chordata	Actinopterygii	Lophiiformes	Linophrynidae	Linophryne	Linophryne arborifera
Linophrynidae		Animalia	Chordata	Actinopterygii	Lophiiformes	Linophrynidae	Linophrynidae	
Rondeletia bicolor	bicolor	Animalia	Chordata	Actinopterygii	Cetomimiformes	Rondeletiidae	Rondeletia	Rondeletia bicolor
Stegastes species	species	Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Stegastes	Stegastes species
Myripristis								
Photostylus pycnopterus	pycnopterus	Animalia	Chordata	Actinopterygii	Osmeriformes	Alepocephalidae	Photostylus	Photostylus pycnopterus
Cheilopogon pinnatibarbatus	pinnatibarbatus	Animalia	Chordata	Actinopterygii	Beloniformes	Exocoetidae	Cheilopogon	Cheilopogon pinnatibarbatus
Monomitopus								
Melanocetidae								
Linophrynidae								
Gigantactinidae								
Ceratiidae								
Himantolophidae								
Thaumatichthyidae								
Trachurus binghami	binghami	Animalia	Chordata	Actinopterygii	Perciformes	Carangidae	Trachurus	Trachurus binghami
Pontinus rathbuni	rathbuni	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Pontinus	Pontinus rathbuni
Ijimaia loppia	loppia	Animalia	Chordata	Actinopterygii	Ateleopodiformes	Ateleopodidae	Ijimaia	Ijimaia loppia
Malacocephalus								
Peristedion longispathum	longispathum	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Peristediidae	Peristedion	Peristedion longispatha
Zenopsis ocellata	ocellata	Animalia	Chordata	Actinopterygii	Zeiformes	Zeidae	Zenopsis	Zenopsis conchifera
Zachsiella		Animalia	Chordata	Actinopterygii	Acipenseriformes	Polyodontidae	Zachsiella	
Bollmannia boqueronensis	boqueronensis	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	Bollmannia	Bollmannia boqueronensis
Cathetostoma albigutta	albigutta	Animalia	Chordata	Actinopterygii	Perciformes	Uranoscopidae	Kathetostoma	Kathetostoma albigutta
Chromis intercrusma	intercrusma	Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Chromis	Chromis intercrusma
Gillellus healae	healae	Animalia	Chordata	Actinopterygii	Perciformes	Dactyloscopidae	Gillellus	Gillellus healae
Gobiosoma								
Labrisomus haitiensis	haitiensis	Animalia	Chordata	Actinopterygii	Perciformes	Labrisomidae	Labrisomus	Labrisomus haitiensis
Letharchus velifer	velifer	Animalia	Chordata	Actinopterygii	Anguilliformes	Ophichthidae	Letharchus	Letharchus velifer
Microgobius carri	carri	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	Microgobius	Microgobius carri
Himantolophus melanolophus	melanolophus	Animalia	Chordata	Actinopterygii	Lophiiformes	Himantolophidae	Himantolophus	Himantolophus melanolophus
Ophidion antipholus	antipholus	Animalia	Chordata	Actinopterygii	Ophidiiformes	Ophidiidae	Ophidion	Ophidion antipholus
Apogon maculatus	maculatus	Animalia	Chordata	Actinopterygii	Perciformes	Apogonidae	Apogon	Apogon maculatus
Citharichthys paetulus	paetulus	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Paralichthyidae	Syacium	Syacium papillosum
Gymnothorax nigromarginatus	nigromarginatus	Animalia	Chordata	Actinopterygii	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax nigromarginatus
Parrella								
Synodontidae		Animalia	Chordata	Actinopterygii	Aulopiformes	Synodontidae	Synodontidae	
Pedalion kecia	kecia	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Molidae	Pedalion	Pedalion kecia
Cyprinodon								
Fundulus similis	similis	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Fundulus	Fundulus similis
Menidia peninsulae	peninsulae	Animalia	Chordata	Actinopterygii	Atheriniformes	Atherinopsidae	Menidia	Menidia peninsulae
Umbrina alburna	alburna	Animalia	Chordata	Actinopterygii	Perciformes	Sciaenidae	Umbrina	Umbrina alburna
Lupinoblennius nicholsi	nicholsi	Animalia	Chordata	Actinopterygii	Perciformes	Blenniidae	Lupinoblennius	Lupinoblennius nicholsi
Anchoa lyolepis	lyolepis	Animalia	Chordata	Actinopterygii	Clupeiformes	Engraulidae	Anchoa	Anchoa lyolepis
Centropristis striata	striata	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Centropristis	Centropristis striata
Menidia beryllina	beryllina	Animalia	Chordata	Actinopterygii	Atheriniformes	Atherinopsidae	Menidia	Menidia beryllina
Gerres gula	gula	Animalia	Chordata	Actinopterygii	Perciformes	Gerreidae	Eucinostomus	Eucinostomus gula
Trachinotus blochii	blochii	Animalia	Chordata	Actinopterygii	Perciformes	Carangidae	Trachinotus	Trachinotus blochii
Anchoa nasuta	nasuta	Animalia	Chordata	Actinopterygii	Clupeiformes	Engraulidae	Anchoa	Anchoa lyolepis
Decapterus tabl	tabl	Animalia	Chordata	Actinopterygii	Perciformes	Carangidae	Decapterus	Decapterus tabl
Engraulis eurystole	eurystole	Animalia	Chordata	Actinopterygii	Clupeiformes	Engraulidae	Engraulis	Engraulis eurystole
Etropus rimosus	rimosus	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Paralichthyidae	Etropus	Etropus rimosus
Opsanus								
Megalops atlanticus	atlanticus	Animalia	Chordata	Actinopterygii	Elopiformes	Megalopidae	Megalops	Megalops atlanticus
Stereolepis gigas	gigas	Animalia	Chordata	Actinopterygii	Perciformes	Polyprionidae	Stereolepis	Stereolepis gigas
Apterichtus kendalli	kendalli	Animalia	Chordata	Actinopterygii	Anguilliformes	Ophichthidae	Apterichtus	Apterichtus kendalli
Coryphopterus punctipectophorus	punctipectophorus	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	Coryphopterus	Coryphopterus punctipectophorus
Corythoichthys albirostris	albirostris	Animalia	Chordata	Actinopterygii	Syngnathiformes	Syngnathidae	Cosmocampus	Cosmocampus albirostris
Emblemaria atlantica	atlantica	Animalia	Chordata	Actinopterygii	Perciformes	Chaenopsidae	Emblemaria	Emblemaria atlantica
Emblemaria piratula	piratula	Animalia	Chordata	Actinopterygii	Perciformes	Chaenopsidae	Emblemaria	Emblemaria piratula
Gobiesox strumosus	strumosus	Animalia	Chordata	Actinopterygii	Gobiesociformes	Gobiesocidae	Gobiesox	Gobiesox strumosus
Gobiesox punctulatus	punctulatus	Animalia	Chordata	Actinopterygii	Gobiesociformes	Gobiesocidae	Gobiesox	Gobiesox punctulatus
Gobiosoma xanthipor	xanthipor	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	Elacatinus	Gobiosoma xanthipor
Hemipteronotus novacula	novacula	Animalia	Chordata	Actinopterygii	Perciformes	Labridae	Xyrichtys	Xyrichtys novacula
Hypoplectrus puella	puella	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Hypoplectrus	Hypoplectrus puella
Lepophidium graellsi	graellsi	Animalia	Chordata	Actinopterygii	Ophidiiformes	Ophidiidae	Lepophidium	Lepophidium brevibarbe
Lythrypnus nesiotes	nesiotes	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	Lythrypnus	Lythrypnus nesiotes
Otophidium omostigmum	omostigmum	Animalia	Chordata	Actinopterygii	Ophidiiformes	Ophidiidae	Otophidium	Otophidium omostigma
Pomacentrus variabilis	variabilis	Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Stegastes	Stegastes variabilis
Prionotus martis	martis	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Triglidae	Prionotus	Prionotus martis
Rypticus maculatus	maculatus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Rypticus	Rypticus maculatus
Starksia ocellata	ocellata	Animalia	Chordata	Actinopterygii	Perciformes	Labrisomidae	Starksia	Starksia ocellata
Adinia xenica	xenica	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Adinia	Adinia xenica
Achirus lineatus brachialis	lineatus	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Achiridae	Achirus	
Anchoa mitchilli	mitchilli	Animalia	Chordata	Actinopterygii	Clupeiformes	Engraulidae	Anchoa	Anchoa mitchilli
Brevoortia smithi	smithi	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Brevoortia	Brevoortia smithi
Brevoortia patronus	patronus	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Brevoortia	Brevoortia patronus
Centropristis striata melanus	striata	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Centropristis	
Chasmodes saburrae	saburrae	Animalia	Chordata	Actinopterygii	Perciformes	Blenniidae	Chasmodes	Chasmodes saburrae
Cryptotomus								
Cryptotomus beryllinus	beryllinus	Animalia	Chordata	Actinopterygii	Perciformes	Scaridae	Nicholsina	Nicholsina usta
Cynoscion arenarius	arenarius	Animalia	Chordata	Actinopterygii	Perciformes	Sciaenidae	Cynoscion	Cynoscion arenarius
Cyprinodon variegatus variegatus	variegatus	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Cyprinodontidae	Cyprinodon	
Diplodus holbrooki	holbrooki	Animalia	Chordata	Actinopterygii	Perciformes	Sparidae	Diplodus	Diplodus holbrookii
Diapterus olisthostomus	olisthostomus	Animalia	Chordata	Actinopterygii	Perciformes	Gerreidae	Diapterus	Diapterus auratus
Diapterus plumieri	plumieri	Animalia	Chordata	Actinopterygii	Perciformes	Gerreidae	Eugerres	Eugerres plumieri
Dules subligarius	subligarius	Animalia	Chordata	Actinopterygii	Perciformes	Percichthyidae	Dules	Dules subligarius
Fundulus grandis	grandis	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Fundulus	Fundulus grandis
Fundulus grandis grandis	grandis	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Fundulus	
Gambusia affinis affinis	affinis	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Poeciliidae	Gambusia	
Gambusia affinis	affinis	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Poeciliidae	Gambusia	Gambusia affinis
Gobionellus boleosoma	boleosoma	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	Ctenogobius	Ctenogobius boleosoma
Gambusia affinis holbrooki	affinis	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Poeciliidae	Gambusia	
Gobiosoma robustum	robustum	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	Gobiosoma	Gobiosoma robustum
Heterandria formosa	formosa	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Poeciliidae	Heterandria	Heterandria formosa
Hypsoblennius hentz	hentz	Animalia	Chordata	Actinopterygii	Perciformes	Blenniidae	Hypsoblennius	Hypsoblennius hentz
Lepisosteus platyrhincus	platyrhincus	Animalia	Chordata	Actinopterygii	Lepisosteiformes	Lepisosteidae	Lepisosteus	Lepisosteus platyrhincus
Lepomis marginatus	marginatus	Animalia	Chordata	Actinopterygii	Perciformes	Centrarchidae	Lepomis	Lepomis marginatus
Lepomis macrochirus	macrochirus	Animalia	Chordata	Actinopterygii	Perciformes	Centrarchidae	Lepomis	Lepomis macrochirus
Membras vagrans	vagrans	Animalia	Chordata	Actinopterygii	Atheriniformes	Atherinopsidae	Membras	Membras vagrans
Menidia beryllina atrimentia	beryllina	Animalia	Chordata	Actinopterygii	Atheriniformes	Atherinopsidae	Menidia	
Menticirrhus focaliger	focaliger	Animalia	Chordata	Actinopterygii	Perciformes	Sciaenidae	Menticirrhus	Menticirrhus saxatilis
Micropterus salmoides salmoides	salmoides	Animalia	Chordata	Actinopterygii	Perciformes	Centrarchidae	Micropterus	
Paralichthys lethostigma	lethostigma	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Paralichthyidae	Paralichthys	Paralichthys lethostigma
Sciaenops ocellatus	ocellatus	Animalia	Chordata	Actinopterygii	Perciformes	Sciaenidae	Sciaenops	Sciaenops ocellatus
Scaridae								
Serranellus subligarius	subligarius	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Serranellus	Serranellus subligarius
Syngnathus mackayi	mackayi	Animalia	Chordata	Actinopterygii	Syngnathiformes	Syngnathidae	Syngnathus	Syngnathus mackayi
Trinectes maculatus	maculatus	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Achiridae	Trinectes	Trinectes maculatus
Aprognathodon platyventris	platyventris	Animalia	Chordata	Actinopterygii	Anguilliformes	Ophichthidae	Aprognathodon	Aprognathodon platyventris
Archosargus								
