Scientific name	Epithet	Kingdom	Phylum	Class	Order	Family	Genus	Species
Albunea paretii	paretii	Animalia	Arthropoda	Malacostraca	Decapoda	Albuneidae	Albunea	Albunea paretii
Aepinus septemspinosus	septemspinosus	Animalia	Arthropoda	Malacostraca	Decapoda	Inachidae	Aepinus	Aepinus septemspinosus
Cyclozodion tuberatum	tuberatum	Animalia	Arthropoda	Malacostraca	Decapoda	Calappidae	Cyclozodion	Cyclozodion tuberatum
Plesiolembos ovalipes	ovalipes	Animalia	Arthropoda	Malacostraca	Amphipoda	Aoridae	Plesiolembos	Plesiolembos ovalipes
Gibberosus myersi	myersi	Animalia	Arthropoda	Malacostraca	Amphipoda	Megaluropidae	Gibberosus	Gibberosus myersi
Parametopella cypris	cypris	Animalia	Arthropoda	Malacostraca	Amphipoda	Stenothoidae	Parametopella	Parametopella cypris
Acoridon manningi	manningi	Animalia	Arthropoda	Malacostraca	Stomatopoda	Coronididae	Acoridon	Acoridon manningi
Rutiderma mollitum	mollitum	Animalia	Arthropoda	Ostracoda	Myodocopida	Rutidermatidae	Rutiderma	Rutiderma mollitum
Eusarsiella culteri	culteri	Animalia	Arthropoda	Ostracoda	Myodocopida	Sarsiellidae	Eusarsiella	Eusarsiella culteri
Mocosoa crebripunctata	crebripunctata	Animalia	Arthropoda	Malacostraca	Decapoda	Epialtidae	Mocosoa	Mocosoa crebripunctata
Alpheopsis trispinosus	trispinosus	Animalia	Arthropoda	Malacostraca	Decapoda	Alpheidae	Alpheopsis	Alpheopsis trispinosus
Porcellana sayana	sayana	Animalia	Arthropoda	Malacostraca	Decapoda	Porcellanidae	Porcellana	Porcellana sayana
Discias vernbergi	vernbergi	Animalia	Arthropoda	Malacostraca	Decapoda	Disciadidae	Discias	Discias vernbergi
Edwinjoycea horologium	horologium	Animalia	Arthropoda	Malacostraca	Isopoda	Arcturidae	Edwinjoycea	Edwinjoycea horologium
Ampelisca cristata	cristata	Animalia	Arthropoda	Malacostraca	Amphipoda	Ampeliscidae	Ampelisca	Ampelisca cristata
Batea catharinensis	catharinensis	Animalia	Arthropoda	Malacostraca	Amphipoda	Bateidae	Batea	Batea catharinensis
Synalpheus grampusi	grampusi	Animalia	Arthropoda	Malacostraca	Decapoda	Alpheidae	Synalpheus	Synalpheus grampusi
Colomastix camura	camura	Animalia	Arthropoda	Malacostraca	Amphipoda	Colomastigidae	Colomastix	Colomastix camura
Lembos unifasciatus	unifasciatus	Animalia	Arthropoda	Malacostraca	Amphipoda	Aoridae	Lembos	Lembos unifasciatus
Colomastix tridentata	tridentata	Animalia	Arthropoda	Malacostraca	Amphipoda	Colomastigidae	Colomastix	Colomastix tridentata
Boca campi	campi	Animalia	Arthropoda	Malacostraca	Amphipoda	Aristiidae	Boca	Boca campi
Colomastix janiceae	janiceae	Animalia	Arthropoda	Malacostraca	Amphipoda	Colomastigidae	Colomastix	Colomastix janiceae
Orchomenella thomasi	thomasi	Animalia	Arthropoda	Malacostraca	Amphipoda	Lysianassidae	Orchomenella	Orchomenella thomasi
Tyche emarginata	emarginata	Animalia	Arthropoda	Malacostraca	Decapoda	Tychidae	Tyche	Tyche emarginata
Lithadia cadaverosa	cadaverosa	Animalia	Arthropoda	Malacostraca	Decapoda	Leucosiidae	Lithadia	Lithadia cadaverosa
Hippopetraliella marginata	marginata	Animalia	Ectoprocta	Gymnolaemata	Cheilostomata	Petraliellidae	Petraliella	Petraliella marginata
Gnathia floridensis	floridensis	Animalia	Arthropoda	Malacostraca	Isopoda	Gnathiidae	Caecognathia	Caecognathia floridensis
Lironeca tropicalis	tropicalis	Animalia	Arthropoda	Malacostraca	Isopoda	Cymothoidae	Elthusa	Elthusa tropicalis
Pontophilus gorei	gorei	Animalia	Arthropoda	Malacostraca	Decapoda	Crangonidae	Philocheras	Philocheras gorei
Scyllarus nodifer	nodifer	Animalia	Arthropoda	Malacostraca	Decapoda	Scyllaridae	Scyllarides	Scyllarides nodifer
Carinobatea bousfieldi	bousfieldi	Animalia	Arthropoda	Malacostraca	Amphipoda	Bateidae	Batea	Batea bousfieldi
Panopeus turgidus	turgidus	Animalia	Arthropoda	Malacostraca	Decapoda	Panopeidae	Eurypanopeus	Eurypanopeus turgidus
Nalicora rapax	rapax	Animalia	Arthropoda	Malacostraca	Isopoda	Corallanidae	Lanocira	Lanocira rapax
Platysquilla horologii	horologii	Animalia	Arthropoda	Malacostraca	Stomatopoda	Nannosquillidae	Mexisquilla	Mexisquilla horologii
Prunum virginianum hartleyanum	virginianum	Animalia	Mollusca	Gastropoda	Neogastropoda	Marginellidae	Prunum	Prunum virginianum
Fasciolaria lilium bullisi	lilium	Animalia	Mollusca	Gastropoda	Neogastropoda	Fasciolariidae	Fasciolaria	
Distaplia bermudensis	bermudensis	Animalia	Chordata	Ascidiacea	Enterogona	Holozoidae	Distaplia	Distaplia bermudensis
Trididemnum savignii	savignii	Animalia	Chordata	Ascidiacea	Enterogona	Didemnidae	Trididemnum	Trididemnum savignii
Diplosoma macdonaldi	macdonaldi	Animalia	Cnidaria	Hydrozoa	Leptothecata	Thecata incerta sedis	Diplosoma	Diplosoma macdonaldi
Lafoea dumosa	dumosa	Animalia	Cnidaria	Hydrozoa	Leptothecata	Lafoeidae	Lafoea	Lafoea dumosa
Acryptolaria rectangularis	rectangularis	Animalia	Cnidaria	Hydrozoa	Leptothecata	Lafoeidae	Acryptolaria	Acryptolaria rectangularis
Leptogorgia medusa	medusa	Animalia	Cnidaria	Anthozoa	Alcyonacea	Gorgoniidae	Leptogorgia	Leptogorgia medusa
Stichopathes lutkeni	lutkeni	Animalia	Cnidaria	Anthozoa	Antipatharia	Antipathidae	Stichopathes	Stichopathes lutkeni
Aglaophenia lophocarpa	lophocarpa	Animalia	Cnidaria	Hydrozoa	Leptothecata	Aglaopheniidae	Aglaophenia	Aglaophenia lophocarpa
Virgularia presbytes	presbytes	Animalia	Cnidaria	Anthozoa	Pennatulacea	Virgulariidae	Virgularia	Virgularia presbytes
Eudendrium attenuatum	attenuatum	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Eudendriidae	Eudendrium	Eudendrium attenuatum
Leptogorgia stheno	stheno	Animalia	Cnidaria	Anthozoa	Alcyonacea	Gorgoniidae	Leptogorgia	Leptogorgia stheno
Halecium gracile	gracile	Animalia	Cnidaria	Hydrozoa	Leptothecata	Haleciidae	Halecium	Halecium delicatulum
Higginsia strigilata	strigilata	Animalia	Porifera	Demospongiae	Halichondrida	Heteroxyidae	Higginsia	Higginsia strigilata
Scopalina ruetzleri	ruetzleri	Animalia	Porifera	Demospongiae	Halichondrida	Dictyonellidae	Scopalina	Scopalina ruetzleri
Pandaros acanthifolium	acanthifolium	Animalia	Porifera	Demospongiae	Poecilosclerida	Microcionidae	Pandaros	Pandaros acanthifolium
Merlia normani	normani	Animalia	Porifera	Demospongiae	Poecilosclerida	Merliidae	Merlia	Merlia normani
Nucleotethya bifida	bifida	Animalia	Mollusca	Gastropoda	Nudibranchia	Tethyidae	Nucleotethya	Nucleotethya bifida
Myriastra kallitetilla	kallitetilla	Animalia	Porifera	Demospongiae	Astrophorida	Ancorinidae	Stelletta	Stelletta kallitetilla
Haliclona molitba	molitba	Animalia	Porifera	Demospongiae	Haplosclerida	Chalinidae	Chalinula	Chalinula molitba
Microciona spinosa	spinosa	Animalia	Porifera	Demospongiae	Poecilosclerida	Microcionidae	Clathria	Clathria spinosa
Caryophyllia maculata	maculata	Animalia	Cnidaria	Anthozoa	Scleractinia	Caryophylliidae	Caryophyllia	Caryophyllia maculata
Sphenotrochus andrewianus moorei	andrewianus	Animalia	Cnidaria	Anthozoa	Scleractinia	Turbinoliidae	Sphenotrochus	
Sertularella gayi robusta	gayi	Animalia	Cnidaria	Hydrozoa	Leptothecata	Sertulariidae	Sertularella	
Syllides fulvus	fulvus	Animalia	Annelida	Polychaeta	Aciculata	Syllidae	Syllides	Syllides fulvus
Callianassa							Callianassa	
Calappa							Calappa	
Thyasira							Thyasira	
Priapula		Unknown	Priapula					
Zachsiella		Animalia	Chordata	Actinopterygii	Acipenseriformes	Polyodontidae	Zachsiella	
Pleurotomella		Animalia	Mollusca			Daphneliinae	Pleurotomella	
Amphipoda family	family	Unknown						Amphipoda family
Bodotriidae genus	genus	Unknown						Bodotriidae genus
Cirrophorus perkinsi	perkinsi	Animalia	Annelida	Polychaeta	Orbiniida	Paraonidae	Cirrophorus	Cirrophorus perkinsi
Clavodorum mexicanum	mexicanum	Animalia	Annelida	Polychaeta	Aciculata	Sphaerodoridae	Clavodorum	Clavodorum mexicanum
Cylichnella tenuis	tenuis	Unknown						Cylichnella tenuis
Normjonesia danielli	danielli	Unknown						Normjonesia danielli
Pettiboneia blakei	blakei	Unknown						Pettiboneia blakei
Pholoides bermudensis	bermudensis	Animalia	Annelida	Polychaeta	Aciculata	Pholoidae	Pholoides	Pholoides bermudensis
Pionosyllis luquei	luquei	Animalia	Annelida	Polychaeta	Aciculata	Syllidae	Pionosyllis	Pionosyllis luquei
Thyone deichmannae	deichmannae	Unknown						Thyone deichmannae
Trypanosyllis attenuata	attenuata	Unknown						Trypanosyllis attenuata
Turbinidae genus	genus	Unknown						Turbinidae genus
Mangelia quadrilineata	quadrilineata	Animalia	Mollusca	Gastropoda	Neogastropoda	Turridae	Mangelia	Mangelia quadrilineata
Mangelia fusca	fusca	Animalia	Mollusca	Gastropoda	Neogastropoda	Turridae	Mangelia	Mangelia fusca
Opisthosyllis longidentata	longidentata	Animalia	Annelida	Polychaeta	Aciculata	Syllidae	Opisthosyllis	Opisthosyllis longidentata
Polycera herthae	herthae	Animalia	Mollusca	Gastropoda	Nudibranchia	Polyceratidae	Polycera	Polycera herthae
Volvulella acutus	acutus	Animalia	Mollusca	Gastropoda	Cephalaspidea	Retusidae	Volvulella	Volvulella acutus
Syllis beneliahui	beneliahui	Animalia	Annelida	Polychaeta	Aciculata	Syllidae	Syllis	Syllis beneliahui
Cumella sp. x		Unknown						
Spirastrella cuncatrix	cuncatrix	Animalia	Porifera	Demospongiae	Hadromerida	Spirastrellidae	Spirastrella	Spirastrella cuncatrix
Rhynchozoon		Animalia	Ectoprocta	Gymnolaemata	Cheilostomata	Smittiidae	Rhynchozoon	
Anchorinidae		Animalia	Porifera	Demospongiae	Astrophorida	Anchorinidae		
Ascorhynchus horologum	horologum	Animalia	Arthropoda	Pycnogonida	Uncertain	Ammotheidae	Ascorhynchus	Ascorhynchus horologum
Aspidosiphon mexicana	mexicana	Animalia	Sipuncula	Phascolosomatidea	Aspidosiphoniformes	Aspidosiphonidae	Aspidosiphon	Aspidosiphon mexicana
Fusus eucosmius	eucosmius	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinidae	Fusus	Fusus eucosmius
Fusus timessus	timessus	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinidae	Fusus	Fusus timessus
Halicornaria speciosa	speciosa	Animalia	Cnidaria	Hydrozoa	Leptothecata	Plumulariidae	Halicornaria	Halicornaria speciosa
Labioporella granulosa	granulosa	Animalia	Ectoprocta	Gymnolaemata	Cheilostomata	Steginoporellidae	Labioporella	Labioporella granulosa
Levidorum pettibonae	pettibonae	Animalia	Annelida	Polychaeta	Aciculata	Sphaerodoridae	Levidorum	Levidorum pettibonae
Levidorum hartmanae	hartmanae	Animalia	Annelida	Polychaeta	Aciculata	Sphaerodoridae	Levidorum	Levidorum hartmanae
Lictorella halecioides	halecioides	Animalia	Cnidaria	Hydrozoa		Perisiphonidae	Lictorella	Lictorella halecioides
Murex bellegladensis	bellegladensis	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Murex	Murex bellegladensis
Munida beanii	beanii	Animalia	Arthropoda	Malacostraca	Decapoda	Galatheidae	Munida	Munida beanii
Mycale diversigmata	diversigmata	Animalia	Porifera	Demospongiae	Poecilosclerida	Mycalidae	Mycale	Mycale diversigmata
Myriastra crassispicula	crassispicula	Animalia	Porifera	Demospongiae	Astrophorida	Ancorinidae	Myriastra	Myriastra crassispicula
Nephasoma pellucida	pellucida	Animalia	Sipuncula	Sipunculidea	Golfingiida	Golfingiidae	Nephasoma	Nephasoma pellucida
Phyllidiopsis papilligeria	papilligeria	Animalia	Mollusca	Gastropoda	Nudibranchia	Phyllidiidae	Phyllidiopsis	Phyllidiopsis papilligeria
Ranina loevis	loevis	Animalia	Arthropoda	Malacostraca	Decapoda	Raninidae	Ranina	Ranina loevis
Squilla discors	discors	Animalia	Arthropoda	Malacostraca	Stomatopoda	Squillidae	Squilla	Squilla discors
Squilla schmitti	schmitti	Animalia	Arthropoda	Malacostraca	Stomatopoda	Squillidae	Squilla	Squilla schmitti
Tremogasterina lanceolata	lanceolata	Animalia	Ectoprocta	Gymnolaemata	Cheilostomata	Arachnopusiidae	Tremogasterina	Tremogasterina lanceolata
Polyodontes frankenbergi	frankenbergi	Animalia	Annelida	Polychaeta	Aciculata	Acoetidae	Polyodontes	Polyodontes frankenbergi
Symplegma viride brakenhielmi	viride	Animalia	Chordata	Ascidiacea	Pleurogona	Styelidae	Symplegma	
Synalpheus minus antillensis	minus	Animalia	Arthropoda	Malacostraca	Decapoda	Alpheidae	Synalpheus	
Goniada crudelis	crudelis	Animalia	Annelida	Polychaeta	Aciculata	Goniadidae	Goniada	Goniada crudelis
Deltocephalus australis	australis	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae	Deltocephalus	Deltocephalus australis
Dyschoriste angusta	angusta						Dyschoriste	Dyschoriste angusta
Metastelma blodgettii	blodgettii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Metastelma blodgettii
Anas fulvigula	fulvigula	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas fulvigula
Dryocopus pileatus	pileatus	Animalia	Chordata	Aves	Piciformes	Picidae	Dryocopus	Dryocopus pileatus
Certhia americana	americana	Animalia	Chordata	Aves	Passeriformes	Certhiidae	Certhia	Certhia americana
Mergus merganser	merganser	Animalia	Chordata	Aves	Anseriformes	Anatidae	Mergus	Mergus merganser
Lanius ludovicianus	ludovicianus	Animalia	Chordata	Aves	Passeriformes	Laniidae	Lanius	Lanius ludovicianus
Cyanocitta cristata	cristata	Animalia	Chordata	Aves	Passeriformes	Corvidae	Cyanocitta	Cyanocitta cristata
Megascops asio	asio	Animalia	Chordata	Aves	Strigiformes	Strigidae	Megascops	Megascops asio
Poecile carolinensis	carolinensis	Animalia	Chordata	Aves	Passeriformes	Paridae	Poecile	Poecile carolinensis
Grus canadensis	canadensis	Animalia	Chordata	Aves	Gruiformes	Gruidae	Grus	Grus canadensis
Lophodytes cucullatus	cucullatus	Animalia	Chordata	Aves	Anseriformes	Anatidae	Lophodytes	Lophodytes cucullatus
Coturnicops noveboracensis	noveboracensis	Animalia	Chordata	Aves	Gruiformes	Rallidae	Coturnicops	Coturnicops noveboracensis
Cygnus olor	olor	Animalia	Chordata	Aves	Anseriformes	Anatidae	Cygnus	Cygnus olor
Sitta pusilla	pusilla	Animalia	Chordata	Aves	Passeriformes	Sittidae	Sitta	Sitta pusilla
Gavia stellata	stellata	Animalia	Chordata	Aves	Ciconiiformes	Gaviidae	Gavia	Gavia stellata
Netta peposaca	peposaca	Animalia	Chordata	Aves	Anseriformes	Anatidae	Netta	Netta peposaca
Morphnus guianensis	guianensis	Animalia	Chordata	Aves	Ciconiiformes	Accipitridae	Morphnus	Morphnus guianensis
Cistothorus palustris	palustris	Animalia	Chordata	Aves	Passeriformes	Certhiidae	Cistothorus	Cistothorus palustris
Meleagris gallopavo	gallopavo	Animalia	Chordata	Aves	Galliformes	Phasianidae	Meleagris	Meleagris gallopavo
Oxyura jamaicensis	jamaicensis	Animalia	Chordata	Aves	Anseriformes	Anatidae	Oxyura	Oxyura jamaicensis
Pycnonotus jocosus	jocosus	Animalia	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus jocosus
Chen caerulescens	caerulescens	Animalia	Chordata	Aves	Anseriformes	Anatidae	Chen	Chen caerulescens
Asio otus	otus	Animalia	Chordata	Aves	Strigiformes	Strigidae	Asio	Asio otus
Xanthocephalus xanthocephalus	xanthocephalus	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Xanthocephalus	Xanthocephalus xanthocephalus
Aphelocoma coerulescens	coerulescens	Animalia	Chordata	Aves	Passeriformes	Corvidae	Aphelocoma	Aphelocoma coerulescens
Branta canadensis	canadensis	Animalia	Chordata	Aves	Anseriformes	Anatidae	Branta	Branta canadensis
Anas rubripes	rubripes	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas rubripes
Phalacrocorax carbo	carbo	Animalia	Chordata	Aves	Ciconiiformes	Phalacrocoracidae	Phalacrocorax	Phalacrocorax carbo
Bucephala clangula	clangula	Animalia	Chordata	Aves	Anseriformes	Anatidae	Bucephala	Bucephala clangula
Bucephala albeola	albeola	Animalia	Chordata	Aves	Anseriformes	Anatidae	Bucephala	Bucephala albeola
Sitta canadensis	canadensis	Animalia	Chordata	Aves	Passeriformes	Sittidae	Sitta	Sitta canadensis
Picoides pubescens	pubescens	Animalia	Chordata	Aves	Piciformes	Picidae	Picoides	Picoides pubescens
Picoides villosus	villosus	Animalia	Chordata	Aves	Piciformes	Picidae	Picoides	Picoides villosus
Anas americana	americana	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas americana
Sitta carolinensis	carolinensis	Animalia	Chordata	Aves	Passeriformes	Sittidae	Sitta	Sitta carolinensis
Euphagus carolinus	carolinus	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Euphagus	Euphagus carolinus
Laterallus jamaicensis	jamaicensis	Animalia	Chordata	Aves	Gruiformes	Rallidae	Laterallus	Laterallus jamaicensis
Podiceps auritus	auritus	Animalia	Chordata	Aves	Ciconiiformes	Podicipedidae	Podiceps	Podiceps auritus
Aix sponsa	sponsa	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aix	Aix sponsa
Ammodramus maritimus	maritimus	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Ammodramus	Ammodramus maritimus
Strix varia	varia	Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix	Strix varia
Anas acuta	acuta	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas acuta
Aimophila aestivalis	aestivalis	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Aimophila	Aimophila aestivalis
Myodocopida								
Euphrosinidae								
Sabellariidae								
Colomastigidae								
Plicatulidae								
Pteriidae								
Solemyidae								
Carditidae								
Haminoeidae								
Columbellidae								
Fasciolariidae								
Muricidae								
Strombidae								
Ischnochitonidae								
Scaridae								
Trichechidae								
Strombus								
Gerres								
Cyprinodon								
Opsanus								
Gambusia								
Menidia								
Centropomus								
Archosargus								
Parrella								
Echinella								
Cyclotelus								
Nerocila								
Cerithiopsis								
Hydrobia								
Fontigens								
Puriana								
Campylocythere								
Callianassa								
Sphaeroma								
Anas								
Hypoconcha								
Aora								
Ericthonius								
Porcellana								
Neopontonides								
Aphelocoma								
Pipilo								
Accipiter								
Janira								
Pseudohaustorius								
Dissodactylus								
Dulichiella								
Cyprideis								
Bomolochus								
Cytherura								
Melongena								
Clathrus								
Pseudosuberites								
Pleraplysilla								
Smenospongia								
Amphimedon								
Cribrochalina								
Holopsamma								
Aythya								
Metatiron								
Clypeaster								
Dendraster								
Encope								
Neopisosoma								
Pinnotheres								
Globigerina								
Ceratocephale								
Quinqueloculina								
Bolivina								
Discorbis								
Elphidium								
Busycon								
Mitrella								
Costoanachis								
Astarte								
Mactra								
Malmgreniella								
Phyllodoce								
Aplysia								
Doris								
Arca								
Modiolus								
Barbatia								
Cancellaria								
Elliptio								
Eulima								
Capitella								
Lirophora								
Muricopsis								
Philippia								
Styela								
Phascolosoma								
Eudistoma								
Polyandrocarpa								
Cryptotomus								
Eupanthalis								
Muriceopsis								
Pseudoplexaura								
Transennella								
Polymesoda								
Mytilopsis								
Pseudochama								
Amphictene								
Tornatina								
Cibicides								
Chrysoperla								
Crucigera								
Capulus								
Rullierinereis								
Vermicularia								
Latirus								
Nannodiella								
Brachycythara								
Cymatosyrinx								
Cylichnella								
Acteon								
Cingulina								
Zonitoides								
Litocorsa								
Plicatula								
Pinna								
Crassostrea								
Cardita								
Ensitellops								
Dinocardium								
Anatina								
Aequipecten								
Gouldia								
Macrocallista								
Atys								
Euceramus								
Platyischnopus								
Fallotritella								
Sigillinaria		Animalia	Chordata	Ascidiacea	Enterogona	Ritterellidae	Sigillinaria	
Notocorbula		Animalia	Mollusca	Bivalvia	Myoida	Corbulidae	Notocorbula	
Lithobubaris		Animalia	Porifera	Demospongiae	Lithistida	Desmanthidae	Lithobubaris	
Prianos		Animalia	Porifera	Demospongiae	Hadromerida	Clionaidae	Prianos	
Botryocladia occidentalis	occidentalis	Plantae	Rhodophyta	Florideophyceae	Rhodymeniales	Rhodymeniaceae	Botryocladia	Botryocladia occidentalis
Chrysymenia enteromorpha	enteromorpha	Plantae	Rhodophyta	Florideophyceae	Rhodymeniales	Rhodymeniaceae	Chrysymenia	Chrysymenia enteromorpha
Caulerpa microphysa	microphysa	Plantae	Chlorophyta	Bryopsidophyceae	Bryopsidales	Caulerpaceae	Caulerpa	Caulerpa microphysa
Avrainvillea asarifolia	asarifolia	Plantae	Chlorophyta	Bryopsidophyceae	Bryopsidales	Udoteaceae	Avrainvillea	Avrainvillea asarifolia
Dasya baillouviana	baillouviana	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Dasyaceae	Dasya	Dasya baillouviana
Crotalus adamanteus	adamanteus	Animalia	Chordata	Reptilia	Squamata	Viperidae	Crotalus	Crotalus adamanteus
Plestiodon inexpectatus	inexpectatus	Animalia	Chordata	Reptilia	Squamata	Scincidae	Plestiodon	Plestiodon inexpectatus
Ophisaurus ventralis	ventralis	Animalia	Chordata	Reptilia	Squamata	Anguidae	Ophisaurus	Ophisaurus ventralis
Fundulus confluentus	confluentus	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Fundulus	Fundulus confluentus
Chilomycterus schoepfii	schoepfii	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Diodontidae	Chilomycterus	Chilomycterus schoepfii
Anchoa lyolepis	lyolepis	Animalia	Chordata	Actinopterygii	Clupeiformes	Engraulidae	Anchoa	Anchoa lyolepis
Hypoplectrus puella	puella	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Hypoplectrus	Hypoplectrus puella
Brevoortia smithi	smithi	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Brevoortia	Brevoortia smithi
Emblemaria atlantica	atlantica	Animalia	Chordata	Actinopterygii	Perciformes	Chaenopsidae	Emblemaria	Emblemaria atlantica
Coryphopterus punctipectophorus	punctipectophorus	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	Coryphopterus	Coryphopterus punctipectophorus
Chasmodes saburrae	saburrae	Animalia	Chordata	Actinopterygii	Perciformes	Blenniidae	Chasmodes	Chasmodes saburrae
Ancylopsetta ommata	ommata	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Paralichthyidae	Ancylopsetta	Ancylopsetta ommata
Dasyatis say	say	Animalia	Chordata	Elasmobranchii	Rajiformes	Dasyatidae	Dasyatis	Dasyatis say
Gobiesox strumosus	strumosus	Animalia	Chordata	Actinopterygii	Gobiesociformes	Gobiesocidae	Gobiesox	Gobiesox strumosus
Heterandria formosa	formosa	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Poeciliidae	Heterandria	Heterandria formosa
Rhinobatos percellens	percellens	Animalia	Chordata	Elasmobranchii	Rajiformes	Rhinobatidae	Rhinobatos	Rhinobatos percellens
Etropus rimosus	rimosus	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Paralichthyidae	Etropus	Etropus rimosus
Prionotus martis	martis	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Triglidae	Prionotus	Prionotus martis
Stereolepis gigas	gigas	Animalia	Chordata	Actinopterygii	Perciformes	Polyprionidae	Stereolepis	Stereolepis gigas
Trachinotus blochii	blochii	Animalia	Chordata	Actinopterygii	Perciformes	Carangidae	Trachinotus	Trachinotus blochii
Engraulis eurystole	eurystole	Animalia	Chordata	Actinopterygii	Clupeiformes	Engraulidae	Engraulis	Engraulis eurystole
Adinia xenica	xenica	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Adinia	Adinia xenica
Emblemaria piratula	piratula	Animalia	Chordata	Actinopterygii	Perciformes	Chaenopsidae	Emblemaria	Emblemaria piratula
Rypticus maculatus	maculatus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Rypticus	Rypticus maculatus
Apterichtus kendalli	kendalli	Animalia	Chordata	Actinopterygii	Anguilliformes	Ophichthidae	Apterichtus	Apterichtus kendalli
Hypsoblennius hentz	hentz	Animalia	Chordata	Actinopterygii	Perciformes	Blenniidae	Hypsoblennius	Hypsoblennius hentz
Gobiosoma robustum	robustum	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	Gobiosoma	Gobiosoma robustum
Megalops atlanticus	atlanticus	Animalia	Chordata	Actinopterygii	Elopiformes	Megalopidae	Megalops	Megalops atlanticus
Lepisosteus platyrhincus	platyrhincus	Animalia	Chordata	Actinopterygii	Lepisosteiformes	Lepisosteidae	Lepisosteus	Lepisosteus platyrhincus
Lythrypnus nesiotes	nesiotes	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	Lythrypnus	Lythrypnus nesiotes
Decapterus tabl	tabl	Animalia	Chordata	Actinopterygii	Perciformes	Carangidae	Decapterus	Decapterus tabl
Fundulus grandis	grandis	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Fundulus	Fundulus grandis
Sciaenops ocellatus	ocellatus	Animalia	Chordata	Actinopterygii	Perciformes	Sciaenidae	Sciaenops	Sciaenops ocellatus
Chilomycterus antillarum	antillarum	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Diodontidae	Chilomycterus	Chilomycterus antillarum
Membras vagrans	vagrans	Animalia	Chordata	Actinopterygii	Atheriniformes	Atherinopsidae	Membras	Membras vagrans
Paralichthys lethostigma	lethostigma	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Paralichthyidae	Paralichthys	Paralichthys lethostigma
Gobiesox punctulatus	punctulatus	Animalia	Chordata	Actinopterygii	Gobiesociformes	Gobiesocidae	Gobiesox	Gobiesox punctulatus
Fundulus similis	similis	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Fundulus	Fundulus similis
Lepomis marginatus	marginatus	Animalia	Chordata	Actinopterygii	Perciformes	Centrarchidae	Lepomis	Lepomis marginatus
Aprognathodon platyventris	platyventris	Animalia	Chordata	Actinopterygii	Anguilliformes	Ophichthidae	Aprognathodon	Aprognathodon platyventris
Serranus subligarius	subligarius	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Serranus	Serranus subligarius
Trinectes maculatus	maculatus	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Achiridae	Trinectes	Trinectes maculatus
Menidia peninsulae	peninsulae	Animalia	Chordata	Actinopterygii	Atheriniformes	Atherinopsidae	Menidia	Menidia peninsulae
Starksia ocellata	ocellata	Animalia	Chordata	Actinopterygii	Perciformes	Labrisomidae	Starksia	Starksia ocellata
Lupinoblennius nicholsi	nicholsi	Animalia	Chordata	Actinopterygii	Perciformes	Blenniidae	Lupinoblennius	Lupinoblennius nicholsi
Negaprion brevirostris	brevirostris	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Carcharhinidae	Negaprion	Negaprion brevirostris
Menidia beryllina	beryllina	Animalia	Chordata	Actinopterygii	Atheriniformes	Atherinopsidae	Menidia	Menidia beryllina
